Nombre,Barcode,Categoria,FechaVencimiento,Marca,Precio,Stock
Monopoly Mexico,1000721,Jugueteria,2035-01-01,Hasbro,550.00,40
Scrabble Original,1000722,Jugueteria,2035-01-01,Mattel,480.00,35
Twister Clasico,1000723,Jugueteria,2035-01-01,Hasbro,320.00,50
Operacion Juego,1000724,Jugueteria,2035-01-01,Hasbro,450.00,25
Battleship Juego,1000725,Jugueteria,2035-01-01,Hasbro,380.00,30
Pictionary Juego,1000726,Jugueteria,2035-01-01,Mattel,450.00,20
Risk de Estrategia,1000727,Jugueteria,2035-01-01,Hasbro,650.00,15
Clue Juego Mister,1000728,Jugueteria,2035-01-01,Hasbro,380.00,40
Catan de Tablero,1000729,Jugueteria,2035-01-01,Devir,950.00,12
Carcassonne Juego,1000730,Jugueteria,2035-01-01,Devir,750.00,15
Dixit Juego Cartas,1000731,Jugueteria,2035-01-01,Libellud,650.00,20
Exploding Kittens,1000732,Jugueteria,2035-01-01,Adonai,450.00,40
Cereal de Trigo,1000733,Desayuno,2026-12-15,Kelloggs,42.00,100
Cereal Frutal,1000734,Desayuno,2026-11-20,Post,55.00,80
Cereal Chocolate,1000735,Desayuno,2026-10-10,Nestle,48.00,120
Barra de Proteina,1000736,Deportes,2026-12-31,Quest,45.00,300
Polvo de Proteina,1000737,Deportes,2027-05-15,Isopure,1100.00,40
Creatina 300g,1000738,Deportes,2027-08-20,GNC,450.00,60
Aminoacidos BCAA,1000739,Deportes,2027-04-12,Optimum,550.00,45
Pre-Entreno 250g,1000740,Deportes,2027-02-18,C4,650.00,30
Vitamina D3 60cp,1000741,Farmacia,2027-10-10,GNC,280.00,100
Magnesio 100 tab,1000742,Farmacia,2027-09-15,Solgar,320.00,85
Omega 3 90 caps,1000743,Farmacia,2027-06-30,Nordic,450.00,60
Probioticos 30cp,1000744,Farmacia,2027-04-12,Culturelle,380.00,55
Melatonina 5mg,1000745,Farmacia,2027-03-25,Natrol,220.00,90
Colageno Hidroli,1000746,Farmacia,2027-12-31,Vital,850.00,40
Glucosamina Comp,1000747,Farmacia,2027-11-15,Kirkland,650.00,50
Equinacea Capsula,1000748,Farmacia,2027-08-20,NatureWay,280.00,70
Ginkgo Biloba 60,1000749,Farmacia,2027-05-10,GNC,310.00,65
Levadura de Cerve,1000750,Farmacia,2027-10-25,Generico,110.00,120
Alga Spirulina,1000751,Farmacia,2027-09-30,Enature,250.00,80
Cloruro de Magnes,1000752,Farmacia,2028-01-01,Generico,85.00,150
Aceite de Higado,1000753,Farmacia,2027-12-31,SevenSeas,120.00,100
Jarabe de Agave O,1000754,Abarrotes,2027-11-20,AiresCampo,145.00,45
Azucar de Coco,1000755,Abarrotes,2027-06-30,Enature,110.00,60
Stevia Liquida,1000756,Abarrotes,2027-04-12,Svetia,65.00,140
Moni Fruit Endulz,1000757,Abarrotes,2027-03-15,Lakanto,210.00,40
Harina de Almendr,1000758,Abarrotes,2027-02-10,BobRedMill,250.00,35
Harina de Coco,1000759,Abarrotes,2027-01-01,BobRedMill,180.00,45
Harina de Avena,1000760,Abarrotes,2027-05-20,Quaker,45.00,110
Quinoa Blanca 500,1000761,Abarrotes,2027-10-10,VerdeValle,85.00,100
Quinoa Roja 500g,1000762,Abarrotes,2027-09-05,VerdeValle,95.00,80
Semilla de Chia,1000763,Abarrotes,2027-08-15,Enature,65.00,120
Semilla de Cañamo,1000764,Abarrotes,2027-07-20,Manitoba,220.00,40
Linaza Molida,1000765,Abarrotes,2027-06-12,Generico,35.00,200
Goji Berries 200g,1000766,Abarrotes,2027-04-30,Enature,180.00,50
Cacao en Polvo,1000767,Abarrotes,2027-12-31,Hershey,65.00,110
Cacao Nibs 150g,1000768,Abarrotes,2027-11-15,Enature,110.00,60
Mantequilla Ghee,1000769,Abarrotes,2027-10-10,4thHeart,280.00,35
Vinagre de Sidra,1000770,Abarrotes,2027-09-30,Bragg,145.00,80
Pasta Konjac 200,1000771,Abarrotes,2026-12-31,MiracleNoodle,45.00,120
Sopa de Lentejas,1000772,Enlatados,2028-05-15,Campbell,32.00,180
Sopa de Tomate C,1000773,Enlatados,2028-05-15,Campbell,32.00,180
Champiñon en Lata,1000774,Enlatados,2028-04-12,Herdez,18.00,220
Esfuerzo de Elote,1000775,Enlatados,2028-03-20,GiganteVerde,15.00,250
Chiles Chipotles,1000776,Enlatados,2028-02-10,LaCosteña,14.00,350
Frijoles Refritos,1000777,Enlatados,2028-01-15,Isadora,16.00,400
Leche de Coco Lat,1000778,Abarrotes,2027-12-31,ThaiKitchen,38.00,130
Sardinas en Lata,1000779,Enlatados,2028-08-30,Pescador,25.00,150
Mejillones Lata,1000780,Enlatados,2028-07-20,Vigilante,65.00,80
Berberechos Lata,1000781,Enlatados,2028-06-15,Vigilante,95.00,45
Ostiones Humados,1000782,Enlatados,2028-05-10,CrownPrince,48.00,60
Alcaparras 100g,1000783,Abarrotes,2027-04-25,Carbonell,35.00,110
Corazones Palmito,1000784,Enlatados,2028-02-28,Roland,85.00,50
Esparragos Verdes,1000785,Enlatados,2028-01-20,Herdez,55.00,75
Pimientos Piquill,1000786,Enlatados,2028-09-15,Goya,42.00,90
Alcachofas Corazo,1000787,Enlatados,2028-10-10,Goya,75.00,40
Hojas de Vid 200g,1000788,Abarrotes,2027-08-30,Sultan,110.00,30
Tahini Pasta 300,1000789,Abarrotes,2027-06-15,Ziyad,145.00,40
Hummus Clasico,1000790,Lacteos,2026-04-20,Sabra,55.00,100
Hummus con Pimiento,1000791,Lacteos,2026-04-20,Sabra,55.00,90
Hummus con Ajo,1000792,Lacteos,2026-04-20,Sabra,55.00,85
Guacamole Fresco,1000793,Lacteos,2026-03-25,Wholly,65.00,110
Salsa Pico Gallo,1000794,Lacteos,2026-03-25,Eva,35.00,130
Queso Panela Fars,1000795,Lacteos,2026-04-05,Lala,42.00,150
Yogurt Griego Mi,1000796,Lacteos,2026-04-10,Chobani,22.00,140
Yogurt Griego Van,1000797,Lacteos,2026-04-10,Chobani,22.00,140
Kefir de Fresa 1L,1000798,Lacteos,2026-04-05,Lifeway,95.00,40
Leche de Cashew,1000799,Lacteos,2026-06-10,Silk,55.00,55
Leche de Arroz 1L,1000800,Lacteos,2026-05-30,RiceDream,48.00,70
Cafe en Capsulas,1000801,Bebidas,2027-10-10,Nespresso,180.00,200
Cafe Molido Desca,1000802,Bebidas,2027-08-20,Starbucks,145.00,90
Cafe Instantaneo,1000803,Bebidas,2027-12-31,Nescafe,85.00,150
Filtros de Cafe,1000804,Hogar,2035-01-01,Melitta,45.00,300
Te Matcha Polvo,1000805,Bebidas,2027-05-15,Enature,280.00,60
Te Chai Concentra,1000806,Bebidas,2027-04-12,Tazo,110.00,85
Te Negro 50 bols,1000807,Bebidas,2027-12-31,Twinings,85.00,120
Te Earl Grey 25,1000808,Bebidas,2027-12-31,Twinings,55.00,150
Te de Menta 20,1000809,Bebidas,2027-12-31,Lipton,19.00,200
Te Rooibos 20,1000810,Bebidas,2027-12-31,HeathHeather,45.00,110
Te Oolong 20,1000811,Bebidas,2027-12-31,HeathHeather,45.00,100
Te Blanco 20,1000812,Bebidas,2027-12-31,Twinings,55.00,95
Jugo V8 1L,1000813,Bebidas,2026-08-15,Campbell,42.00,140
Agua de Piedra 750,1000814,Bebidas,2027-12-31,Monterrey,35.00,120
Agua Fiji 500ml,1000815,Bebidas,2026-10-10,Fiji,28.00,200
Agua Evian 1L,1000816,Bebidas,2026-09-30,Danone,45.00,150
Agua San Pellegr,1000817,Bebidas,2026-12-31,Nestle,38.00,180
Refresco Dieta Col,1000818,Bebidas,2026-06-30,Pepsi,17.00,400
Refresco Cero Azuc,1000819,Bebidas,2026-06-30,CocaCola,17.00,500
Ginger Beer 4pzs,1000820,Bebidas,2026-11-20,FeverTree,120.00,80
Cerveza Stout,1000821,Bebidas,2026-10-10,Guinness,55.00,100
Cerveza IPA 355ml,1000822,Bebidas,2026-09-05,Lagunitas,48.00,120
Cerveza Pilsner,1000823,Bebidas,2026-08-15,Stella,32.00,200
Sidra de Pera 355,1000824,Bebidas,2026-07-20,Magners,45.00,90
Mezcla Margarita,1000825,Bebidas,2026-12-31,JoseCuervo,85.00,75
Mezcla Piña Colad,1000826,Bebidas,2026-11-15,Bacardi,95.00,60
Agua Quina 4pzs,1000827,Bebidas,2026-10-25,Schweppes,65.00,110
Soda Club 1L,1000828,Bebidas,2026-09-15,CanadaDry,18.00,140
Jarabe Granadina S,1000829,Bebidas,2027-05-10,Rose,55.00,85
Jugo de Lima 400m,1000830,Bebidas,2026-08-30,Rose,45.00,90
Aceitunas Manzani,1000831,Abarrotes,2027-04-12,Serpis,38.00,150
Aceitunas Negras,1000832,Abarrotes,2027-04-12,Serpis,38.00,140
Aceitunas Gordal,1000833,Abarrotes,2027-04-12,LaEspañola,55.00,110
Cebollitas Cambray,1000834,Abarrotes,2027-05-20,Clemente,22.00,180
Pepinos Agridulce,1000835,Abarrotes,2027-06-30,Vlasic,65.00,100
Chucrut Frasco,1000836,Abarrotes,2027-08-15,Kuhne,48.00,70
Kimchi Frasco 400,1000837,Abarrotes,2026-09-30,Sunchang,120.00,45
Pasta de Wasabi,1000838,Abarrotes,2027-10-10,S&B,32.00,130
Jengibre en Encur,1000839,Abarrotes,2027-11-20,Hime,45.00,95
Salsa Curry Rojo,1000840,Abarrotes,2027-12-31,ThaiKitchen,55.00,80
Salsa Curry Verde,1000841,Abarrotes,2027-12-31,ThaiKitchen,55.00,80
Salsa Pad Thai,1000842,Abarrotes,2027-12-31,BlueElephant,65.00,70
Leche de Cabra Ev,1000843,Lacteos,2027-05-15,Meyenberg,85.00,40
Queso Gorgonzola,1000844,Lacteos,2026-04-10,Galbani,95.00,25
Queso Roquefort,1000845,Lacteos,2026-04-05,Societe,145.00,20
Queso Emmental 200,1000846,Lacteos,2026-05-20,President,85.00,45
Queso Gruyere 200,1000847,Lacteos,2026-06-15,Mifroma,110.00,35
Queso Taleggio,1000848,Lacteos,2026-03-30,Mauricio,120.00,15
Queso Havarti 200,1000849,Lacteos,2026-07-25,Arla,75.00,50
Queso Muenster,1000850,Lacteos,2026-08-10,Fud,55.00,65
Queso Pepper Jack,1000851,Lacteos,2026-09-01,Sargento,65.00,60
Queso Brie Rueda,1000852,Lacteos,2026-04-05,IleDeFrance,180.00,20
Queso Camembert R,1000853,Lacteos,2026-04-05,IleDeFrance,180.00,20
Queso Burrata 2p,1000854,Lacteos,2026-03-22,Belgioioso,145.00,18
Mozzarella Fresca,1000855,Lacteos,2026-03-22,Belgioioso,95.00,40
Mascarpone 500g,1000856,Lacteos,2026-03-25,Galbani,180.00,25
Yogurt Islandes,1000857,Lacteos,2026-04-12,Siggi,28.00,90
Yogurt Coco Nat,1000858,Lacteos,2026-04-05,SoDelicious,32.00,75
Yogurt Almendra,1000859,Lacteos,2026-04-05,KiteHill,35.00,65
Yogurt de Soya,1000860,Lacteos,2026-04-05,Silk,28.00,80
Helado de Coco 1L,1000861,Congelados,2026-06-20,Talenti,145.00,40
Helado de Pistach,1000862,Congelados,2026-06-20,Talenti,145.00,40
Helado de Cafe 1L,1000863,Congelados,2026-06-20,HaagenDazs,165.00,45
Paletas Magnum 3p,1000864,Congelados,2026-07-15,Holanda,85.00,60
Paletas Cornetto,1000865,Congelados,2026-07-15,Holanda,65.00,80
Sandwich Helado,1000866,Congelados,2026-07-15,Nestle,25.00,150
Bombones Helados,1000867,Congelados,2026-07-15,Holanda,55.00,100
Fruta Congelada M,1000868,Congelados,2026-12-31,LaHuerta,85.00,70
Mango en Cubos C,1000869,Congelados,2026-12-31,LaHuerta,85.00,70
Piña en Cubos Con,1000870,Congelados,2026-12-31,LaHuerta,85.00,70
Elote Dorado Cong,1000871,Congelados,2026-11-30,GiganteVerde,35.00,120
Chicharo con Zana,1000872,Congelados,2026-11-30,LaHuerta,25.00,140
Habas Verdes Cong,1000873,Congelados,2026-11-30,LaHuerta,32.00,100
Brocoli y Colifl,1000874,Congelados,2026-11-30,LaHuerta,35.00,90
Papas Gajo Cong,1000875,Congelados,2026-10-25,McCain,65.00,110
Papas Rejilla Con,1000876,Congelados,2026-10-25,McCain,75.00,100
Yuca Congelada 1k,1000877,Congelados,2026-09-30,Goya,55.00,60
Platano Madur Con,1000878,Congelados,2026-09-30,Goya,48.00,85
Arepas Congeladas,1000879,Congelados,2026-08-20,P.A.N.,65.00,70
Pan de Bono Cong,1000880,Congelados,2026-08-20,Goya,85.00,50
Croquetas Jamon C,1000881,Congelados,2026-05-15,Goya,45.00,120
Empanadas Carne C,1000882,Congelados,2026-05-15,Goya,65.00,100
Quiche de Espinac,1000883,Congelados,2026-04-10,MarieCallender,110.00,30
Pizza Vegana Cong,1000884,Congelados,2026-08-30,Daiya,145.00,40
Helado Vegano Cho,1000885,Congelados,2026-06-30,HaloTop,165.00,35
Nuggets Veganos,1000886,Congelados,2026-09-15,MorningStar,110.00,60
Hamburguesa Veg,1000887,Congelados,2026-09-15,BeyondMeat,220.00,45
Salchicha Vegana,1000888,Congelados,2026-09-15,FieldRoast,145.00,40
Tocino Vegano Con,1000889,Congelados,2026-09-15,Lightlife,110.00,35
Tofu Firme 400g,1000890,Lacteos,2026-04-20,HouseFoods,45.00,100
Tofu Suave 400g,1000891,Lacteos,2026-04-20,HouseFoods,45.00,100
Tempeh Organico,1000892,Lacteos,2026-04-20,Lightlife,85.00,40
Seitan en Trozos,1000893,Lacteos,2026-04-20,Uptons,95.00,35
Leche de Cañamo,1000894,Lacteos,2026-06-15,HempBliss,65.00,30
Leche de Macadami,1000895,Lacteos,2026-06-15,Milkadamia,85.00,35
Leche de Quinoa,1000896,Lacteos,2026-06-15,EcoMil,75.00,30
Mantequilla Vegan,1000897,Lacteos,2026-05-25,Miyoko,110.00,45
Queso Vegano Ched,1000898,Lacteos,2026-04-10,Violife,85.00,60
Queso Vegano Mozz,1000899,Lacteos,2026-04-10,Violife,85.00,60
Queso Vegano Parm,1000900,Lacteos,2026-04-10,FollowYourHeart,95.00,50
Mayonesa Vegana,1000901,Abarrotes,2026-12-31,Hellmanns,65.00,100
Ketchup Organica,1000902,Abarrotes,2026-11-20,Annie,55.00,120
Mostaza Dijon 200,1000903,Abarrotes,2027-10-05,Maille,75.00,80
Mostaza Antigua,1000904,Abarrotes,2027-10-05,Maille,85.00,70
Mostaza Dulce Miel,1000905,Abarrotes,2027-10-05,Frenchs,45.00,110
Salsa BBQ Humada,1000906,Abarrotes,2027-05-20,Stubb,65.00,130
Salsa BBQ Dulce,1000907,Abarrotes,2027-05-20,SweetBabyRay,55.00,150
Salsa Worcestershire,1000908,Abarrotes,2027-10-10,LeaPerrin,85.00,90
Salsa Tabasco 60m,1000909,Salsas,2028-12-31,McIlhenny,35.00,200
Salsa Buffalo 350,1000910,Salsas,2027-09-15,Frank,65.00,120
Salsa Teriyaki Gl,1000911,Salsas,2027-06-30,Kikkoman,55.00,110
Salsa Sweet Chili,1000912,Salsas,2027-08-20,MaePloy,45.00,150
Salsa de Pescado,1000913,Abarrotes,2027-12-31,ThaiKitchen,65.00,80
Salsa de Soya Low,1000914,Salsas,2027-09-30,Kikkoman,45.00,140
Salsa Ponzu 300ml,1000915,Salsas,2027-09-30,Mizkan,75.00,60
Salsa Unagi 200ml,1000916,Salsas,2027-09-30,Kikkoman,85.00,50
Salsa Tonkatsu,1000917,Salsas,2027-09-30,Bulldog,95.00,45
Salsa Sambal Oele,1000918,Salsas,2027-12-31,HuyFong,55.00,90
Salsa Gochujang,1000919,Salsas,2027-12-31,Sunchang,110.00,70
Curry Madras Polv,1000920,Abarrotes,2028-05-15,Sharwood,65.00,80
Garam Masala 50g,1000921,Abarrotes,2028-05-15,Badia,45.00,100
Tumerico Curcuma,1000922,Abarrotes,2028-05-15,McCormick,35.00,150
Cardamomo Molido,1000923,Abarrotes,2028-05-15,Badia,85.00,60
Cilantro Semilla,1000924,Abarrotes,2028-05-15,McCormick,28.00,120
Fenogreco Molido,1000925,Abarrotes,2028-05-15,Badia,35.00,90
Azafran Hebras 1g,1000926,Abarrotes,2030-12-31,Badia,250.00,30
Nuez Moscada pza,1000927,Abarrotes,2028-12-31,Badia,55.00,80
Anis Estrella 50g,1000928,Abarrotes,2028-12-31,Badia,45.00,110
Hinojo Semilla,1000929,Abarrotes,2028-12-31,McCormick,28.00,130
Semilla de Amapol,1000930,Abarrotes,2028-12-31,Badia,45.00,100
Semilla de Alcarat,1000931,Abarrotes,2028-12-31,McCormick,28.00,90
Sal de Apio 100g,1000932,Abarrotes,2028-12-31,Badia,25.00,150
Sal de Ajo 100g,1000933,Abarrotes,2028-12-31,Lawry,35.00,200
Sal con Cebolla,1000934,Abarrotes,2028-12-31,McCormick,35.00,180
Sazonador Lemon P,1000935,Abarrotes,2028-12-31,Badia,42.00,140
Sazonador Italian,1000936,Abarrotes,2028-12-31,McCormick,38.00,160
Sazonador Mexican,1000937,Abarrotes,2028-12-31,Badia,38.00,150
Sazonador Cajun,1000938,Abarrotes,2028-12-31,Badia,38.00,130
Sazonador Bagel,1000939,Abarrotes,2028-12-31,TraderJoe,85.00,100
Ajonjoli Blanco,1000940,Abarrotes,2028-12-31,Badia,32.00,200
Ajonjoli Negro,1000941,Abarrotes,2028-12-31,Badia,35.00,150
Pasta de Achiote B,1000942,Abarrotes,2027-03-18,ElYucateco,25.00,250
Chiles Ancho Seco,1000943,Abarrotes,2027-12-31,Generico,55.00,100
Chiles Guajillo S,1000944,Abarrotes,2027-12-31,Generico,55.00,120
Chiles Pasilla Se,1000945,Abarrotes,2027-12-31,Generico,55.00,100
Chiles Arbol Seco,1000946,Abarrotes,2027-12-31,Generico,35.00,200
Chiles Mulato Sec,1000947,Abarrotes,2027-12-31,Generico,65.00,80
Chile Piquin Polv,1000948,Abarrotes,2027-12-31,Tajin,28.00,300
Tajin Clasico 142,1000949,Abarrotes,2027-12-31,Tajin,35.00,250
Chamoy Liquido 1L,1000950,Abarrotes,2027-12-31,Mega,45.00,150
Dulce Tamarindo,1000951,Dulces,2026-12-31,Pulparindo,5.00,1000
Paleta de Caramelo,1000952,Dulces,2026-12-31,Vero,3.00,2000
Chicle de Frutas,1000953,Dulces,2026-12-31,Canels,1.00,5000
Chocolate Blanco,1000954,Dulces,2026-09-30,MilkyWay,12.00,400
Chocolate Amargo,1000955,Dulces,2026-09-30,Lindt,45.00,200
Chocolate Gianduj,1000956,Dulces,2026-09-30,Ferrero,85.00,150
Trufas de Choco,1000957,Dulces,2026-06-30,Lindt,120.00,100
Mazapan Gigante,1000958,Dulces,2026-12-31,DeLaRosa,8.00,800
Bombon Gigante 50,1000959,Dulces,2026-12-31,DeLaRosa,35.00,300
Obleas con Cajeta,1000960,Dulces,2026-12-31,LasSevillanas,45.00,250
Cajeta Envinada,1000961,Dulces,2027-12-31,Coronado,65.00,180
Cajeta Quemada,1000962,Dulces,2027-12-31,Coronado,65.00,180
Miel de Maguey,1000963,Abarrotes,2028-01-01,Enature,110.00,40
Melaza de Caña,1000964,Abarrotes,2028-01-01,Generico,45.00,120
Jarabe de Maiz 1L,1000965,Abarrotes,2027-12-31,Karo,55.00,150
Extracto de Malta,1000966,Abarrotes,2027-12-31,Generico,85.00,60
Levadura Nutricio,1000967,Abarrotes,2027-10-10,Bragg,120.00,50
Germen de Trigo,1000968,Abarrotes,2026-08-30,Generico,35.00,140
Salvado de Trigo,1000969,Abarrotes,2026-08-30,Generico,25.00,200
Amaranto Natural,1000970,Abarrotes,2026-12-31,Generico,45.00,180
Granola con Almend,1000971,Desayuno,2026-11-05,Quaker,48.00,120
Muesli Suizo 1kg,1000972,Desayuno,2026-11-05,Familia,145.00,50
Avena Instantanea,1000973,Desayuno,2026-11-05,Quaker,12.00,350
Leche en Polvo 1k,1000974,Lacteos,2027-12-31,Nido,180.00,100
Leche Deslactosad,1000975,Lacteos,2026-05-15,Lala,26.00,300
Leche Light 1L,1000976,Lacteos,2026-05-15,Alpura,26.00,300
Leche Organica 1L,1000977,Lacteos,2026-05-15,SantaClara,38.00,150
Huevo de Libre Pa,1000978,Lacteos,2026-04-02,AiresCampo,75.00,80
Crema para Batir,1000979,Lacteos,2026-04-12,Lyncott,55.00,120
Sour Cream 500g,1000980,Lacteos,2026-04-12,Daisy,45.00,140
Cottage Cheese 500,1000981,Lacteos,2026-04-12,Lyncott,55.00,130
Queso Feta Desmor,1000982,Lacteos,2026-04-30,Athenos,65.00,100
Queso Azul Desmor,1000983,Lacteos,2026-04-10,TreasureCave,75.00,80
Queso Parmesano R,1000984,Lacteos,2026-09-30,Kraft,45.00,200
Tofu Ahumado 250g,1000985,Lacteos,2026-04-20,SoyBoy,65.00,50
Seitan Organico,1000986,Lacteos,2026-04-20,Uptons,110.00,40
Tempeh Marinado,1000987,Lacteos,2026-04-20,Lightlife,95.00,45
Pastelito de Fresa,1000988,Dulces,2026-04-30,Marinela,15.00,400
Donas Espolvoread,1000989,Panaderia,2026-04-15,Bimbo,18.00,250
Roles de Canela,1000990,Panaderia,2026-04-15,Bimbo,22.00,200
Mantecadas Vainil,1000991,Panaderia,2026-04-15,Bimbo,22.00,200
Panque de Nuez,1000992,Panaderia,2026-04-15,Bimbo,35.00,150
Panque de Limon,1000993,Panaderia,2026-04-15,Bimbo,35.00,150
Barritas de Piña,1000994,Dulces,2026-06-30,Marinela,12.00,350
Galletas de Avena,1000995,Galletas,2026-08-30,Quaker,18.00,300
Galletas Integrale,1000996,Galletas,2026-08-30,Gamesa,18.00,300
Galletas de Choco,1000997,Galletas,2026-08-30,Oreo,15.00,500
Galletas Rellenas,1000998,Galletas,2026-08-30,Principe,18.00,400
Galletas Saladas,1000999,Galletas,2026-12-31,Salmas,25.00,350
Galletas de Queso,1001000,Galletas,2026-10-15,Ritz,22.00,450
